Car Model,Color,Transmission,Mileage,Model Year,Registration City,Price,URL
Toyota Corolla 2006 for sale in Islamabad,NA,Automatic,"141,000",2006,Islamabad,"PKR 1,740,000",httpswww.pakwheels.comused-carstoyota-corolla-2006-for-sale-in-islamabad-10199980
Toyota Starlet 1982 for sale in Islamabad,NA,Manual,"59,000",1982,Islamabad,"PKR 1,950,000",httpswww.pakwheels.comused-carstoyota-starlet-1982-for-sale-in-islamabad-10199953
Toyota Prius 2007 for sale in Islamabad,NA,Automatic,"100,000",2007,Islamabad,"PKR 2,535,000",httpswww.pakwheels.comused-carstoyota-prius-2007-for-sale-in-islamabad-10199805
Toyota Corolla 1991 for sale in Islamabad,NA,Automatic,"110,000",1991,Islamabad,"PKR 990,000",httpswww.pakwheels.comused-carstoyota-corolla-1991-for-sale-in-islamabad-9701536
Toyota Corolla 1980 for sale in Islamabad,NA,Manual,"123,333",1980,Islamabad,"PKR 1,050,000",httpswww.pakwheels.comused-carstoyota-corolla-1980-for-sale-in-islamabad-10199802
Toyota Vitz 2015 for sale in Islamabad,NA,Automatic,"107,668",2015,Islamabad,"PKR 3,250,000",httpswww.pakwheels.comused-carstoyota-vitz-2015-for-sale-in-islamabad-10199773
Toyota Corolla 2015 for sale in Islamabad,NA,Automatic,"76,000",2015,Islamabad,"PKR 4,500,000",httpswww.pakwheels.comused-carstoyota-corolla-2015-for-sale-in-islamabad-10199769
Toyota Hilux 2012 for sale in Islamabad,NA,Automatic,"58,500",2012,Islamabad,"PKR 7,250,000",httpswww.pakwheels.comused-carstoyota-hilux-2012-for-sale-in-islamabad-10199743
Toyota Yaris Sedan 2020 for sale in Islamabad,NA,Manual,"55,000",2020,Islamabad,"PKR 3,950,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2020-for-sale-in-islamabad-10199731
Toyota Premio 2016 for sale in Islamabad,NA,Automatic,"152,000",2016,Islamabad,"PKR 2,835,000",httpswww.pakwheels.comused-carstoyota-premio-2016-for-sale-in-islamabad-10199684
Toyota Corolla 2016 for sale in Islamabad,Red,Manual,"86,000",2016,Islamabad,"PKR 3,750,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-10058844
Toyota Surf 1996 for sale in Islamabad,NA,Automatic,"165,000",1996,Islamabad,"PKR 4,500,000",httpswww.pakwheels.comused-carstoyota-surf-1996-for-sale-in-islamabad-10199663
Toyota Corolla Fielder 2005 for sale in Islamabad,NA,Automatic,"142,000",2005,Islamabad,"PKR 3,800,000",httpswww.pakwheels.comused-carstoyota-corolla-fielder-2005-for-sale-in-islamabad-10171051
Toyota Corolla 2017 for sale in Islamabad,NA,Automatic,"62,000",2017,Islamabad,"PKR 5,000,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10199633
Toyota Yaris Sedan 2021 for sale in Islamabad,NA,Automatic,"70,000",2021,Islamabad,"PKR 4,295,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2021-for-sale-in-islamabad-10199618
Toyota Passo 2022 for sale in Islamabad,Red,Automatic,"2,000",2022,Islamabad,"PKR 5,280,000",httpswww.pakwheels.comused-carstoyota-passo-2022-for-sale-in-islamabad-10088568
Toyota Prius 2014 for sale in Islamabad,Red,Automatic,"112,000",2014,Islamabad,"PKR 6,500,000",httpswww.pakwheels.comused-carstoyota-prius-2014-for-sale-in-islamabad-10198175
Toyota Prado 2012 for sale in Islamabad,Red,Automatic,"200,000",2012,Islamabad,"PKR 19,800,000",httpswww.pakwheels.comused-carstoyota-prado-2012-for-sale-in-islamabad-10198002
Toyota Harrier 2014 for sale in Islamabad,Red,Automatic,"123,000",2014,Islamabad,"PKR 11,000,000",httpswww.pakwheels.comused-carstoyota-harrier-2014-for-sale-in-islamabad-10140400
Toyota Aqua 2018 for sale in Islamabad,Red,Automatic,"105,584",2018,Islamabad,"PKR 5,300,000",httpswww.pakwheels.comused-carstoyota-aqua-2018-for-sale-in-islamabad-10198024
Toyota Yaris Hatchback 2021 for sale in Islamabad,Red,Automatic,"26,094",2021,Islamabad,"PKR 4,485,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2021-for-sale-in-islamabad-10158713
Toyota Yaris Hatchback 2021 for sale in Islamabad,Red,Automatic,"55,600",2021,Islamabad,"PKR 4,636,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2021-for-sale-in-islamabad-10123072
Toyota Passo 2021 for sale in Islamabad,Red,Automatic,"46,600",2021,Islamabad,"PKR 4,444,444",httpswww.pakwheels.comused-carstoyota-passo-2021-for-sale-in-islamabad-10123096
Toyota Vitz 2013 for sale in Islamabad,Red,Automatic,"89,000",2013,Islamabad,"PKR 3,090,000",httpswww.pakwheels.comused-carstoyota-vitz-2013-for-sale-in-islamabad-10195893
Toyota C-HR 2019 for sale in Islamabad,Red,Automatic,"78,000",2019,Islamabad,"PKR 9,180,000",httpswww.pakwheels.comused-carstoyota-c-hr-2019-for-sale-in-islamabad-9447783
Toyota Premio 2008 for sale in Islamabad,Red,Automatic,"165,000",2008,Islamabad,"PKR 4,300,000",httpswww.pakwheels.comused-carstoyota-premio-2008-for-sale-in-islamabad-10197721
Toyota Raize 2021 for sale in Islamabad,Red,Automatic,"79,800",2021,Islamabad,"PKR 5,845,000",httpswww.pakwheels.comused-carstoyota-raize-2021-for-sale-in-islamabad-10185888
Toyota Vitz 2014 for sale in Islamabad,NA,Automatic,"74,412",2014,Islamabad,"PKR 3,300,000",httpswww.pakwheels.comused-carstoyota-vitz-2014-for-sale-in-islamabad-9528680
Toyota Aqua 2016 for sale in Islamabad,NA,Automatic,"135,000",2016,Islamabad,"PKR 4,299,999",httpswww.pakwheels.comused-carstoyota-aqua-2016-for-sale-in-islamabad-10199464
Toyota Prado 2017 for sale in Islamabad,NA,Automatic,"117,620",2017,Islamabad,"PKR 19,000,000",httpswww.pakwheels.comused-carstoyota-prado-2017-for-sale-in-islamabad-10199403
Toyota Prado 1996 for sale in Islamabad,Red,Automatic,"300,000",1996,Islamabad,"PKR 4,800,000",httpswww.pakwheels.comused-carstoyota-prado-1996-for-sale-in-islamabad-9840039
Toyota Camry 2012 for sale in Islamabad,Red,Automatic,"125,000",2012,Islamabad,"PKR 7,500,000",httpswww.pakwheels.comused-carstoyota-camry-2012-for-sale-in-islamabad-10071563
Toyota Hilux 2023 for sale in Islamabad,Red,Automatic,"34,500",2023,Islamabad,"PKR 14,000,000",httpswww.pakwheels.comused-carstoyota-hilux-2023-for-sale-in-islamabad-10199366
Toyota Aqua 2014 for sale in Islamabad,NA,Automatic,"95,000",2014,Islamabad,"PKR 3,475,000",httpswww.pakwheels.comused-carstoyota-aqua-2014-for-sale-in-islamabad-10081666
Toyota Passo 2006 for sale in Islamabad,Red,Automatic,"138,000",2006,Islamabad,"PKR 1,895,000",httpswww.pakwheels.comused-carstoyota-passo-2006-for-sale-in-islamabad-10159933
Toyota Corolla 2023 for sale in Islamabad,Red,Automatic,"44,500",2023,Islamabad,"PKR 6,875,000",httpswww.pakwheels.comused-carstoyota-corolla-2023-for-sale-in-islamabad-10166525
Toyota Premio 2007 for sale in Islamabad,Red,Automatic,"115,000",2007,Islamabad,"PKR 4,225,000",httpswww.pakwheels.comused-carstoyota-premio-2007-for-sale-in-islamabad-9769706
Toyota Surf 1992 for sale in Islamabad,Red,Automatic,"117,000",1992,Islamabad,"PKR 2,600,000",httpswww.pakwheels.comused-carstoyota-surf-1992-for-sale-in-islamabad-10199321
Toyota Prado 1991 for sale in Islamabad,NA,Automatic,"200,000",1991,Islamabad,"PKR 4,200,000",httpswww.pakwheels.comused-carstoyota-prado-1991-for-sale-in-islamabad-10199238
Toyota Corolla 2013 for sale in Islamabad,Red,Manual,"128,000",2013,Islamabad,"PKR 2,600,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10179976
Toyota Surf 1993 for sale in Islamabad,NA,Automatic,"152,000",1993,Islamabad,"PKR 3,000,000",httpswww.pakwheels.comused-carstoyota-surf-1993-for-sale-in-islamabad-10089957
Toyota Prius 2011 for sale in Islamabad,NA,Automatic,"289,000",2011,Islamabad,"PKR 4,500,000",httpswww.pakwheels.comused-carstoyota-prius-2011-for-sale-in-islamabad-10199018
Toyota Corolla 1994 for sale in Islamabad,NA,Manual,"100,000",1994,Islamabad,"PKR 1,150,000",httpswww.pakwheels.comused-carstoyota-corolla-1994-for-sale-in-islamabad-10198967
Toyota Prius 2010 for sale in Islamabad,NA,Automatic,"215,000",2010,Islamabad,"PKR 2,950,000",httpswww.pakwheels.comused-carstoyota-prius-2010-for-sale-in-islamabad-10198923
Toyota Aqua 2014 for sale in Islamabad,NA,Automatic,"92,000",2014,Islamabad,"PKR 3,740,000",httpswww.pakwheels.comused-carstoyota-aqua-2014-for-sale-in-islamabad-10198848
Toyota Land Cruiser 2002 for sale in Islamabad,NA,Automatic,"170,000",2002,Islamabad,"PKR 11,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2002-for-sale-in-islamabad-10198843
Toyota Vitz 2006 for sale in Islamabad,NA,Automatic,"123,800",2006,Islamabad,"PKR 2,300,000",httpswww.pakwheels.comused-carstoyota-vitz-2006-for-sale-in-islamabad-10198842
Toyota Corolla Axio 2007 for sale in Islamabad,NA,Automatic,"200,000",2007,Islamabad,"PKR 3,700,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2007-for-sale-in-islamabad-10198760
Toyota Corolla Axio 2006 for sale in Islamabad,NA,Automatic,"187,000",2006,Islamabad,"PKR 3,100,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2006-for-sale-in-islamabad-10198734
Toyota Prado 2012 for sale in Islamabad,Red,Automatic,"106,562",2012,Islamabad,"PKR 14,000,000",httpswww.pakwheels.comused-carstoyota-prado-2012-for-sale-in-islamabad-10198676
Toyota Vitz 2012 for sale in Islamabad,NA,Automatic,"159,000",2012,Islamabad,"PKR 2,950,000",httpswww.pakwheels.comused-carstoyota-vitz-2012-for-sale-in-islamabad-10198665
Toyota Raize 2020 for sale in Islamabad,Red,Automatic,"30,000",2020,Islamabad,"PKR 6,399,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-9834330
Toyota Corolla 2021 for sale in Islamabad,Red,Automatic,"48,000",2021,Islamabad,"PKR 6,350,000",httpswww.pakwheels.comused-carstoyota-corolla-2021-for-sale-in-islamabad-10197718
Toyota Prius 2012 for sale in Islamabad,Red,Automatic,"125,000",2012,Islamabad,"PKR 3,750,000",httpswww.pakwheels.comused-carstoyota-prius-2012-for-sale-in-islamabad-10197432
Toyota Land Cruiser 2020 for sale in Islamabad,Red,Automatic,"29,000",2020,Islamabad,"PKR 50,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2020-for-sale-in-islamabad-10197457
Toyota Aqua 2015 for sale in Islamabad,Red,Automatic,"170,000",2015,Islamabad,"PKR 4,000,000",httpswww.pakwheels.comused-carstoyota-aqua-2015-for-sale-in-islamabad-10197215
Toyota C-HR 2020 for sale in Islamabad,Red,Automatic,"37,925",2020,Islamabad,"PKR 10,650,000",httpswww.pakwheels.comused-carstoyota-c-hr-2020-for-sale-in-islamabad-10197205
Toyota Prado 1992 for sale in Islamabad,Red,Automatic,"1,234",1992,Islamabad,"PKR 3,750,000",httpswww.pakwheels.comused-carstoyota-prado-1992-for-sale-in-islamabad-10195382
Toyota Prius 2012 for sale in Islamabad,Red,Automatic,"79,340",2012,Islamabad,"PKR 4,800,000",httpswww.pakwheels.comused-carstoyota-prius-2012-for-sale-in-islamabad-10196890
Toyota Aqua 2018 for sale in Islamabad,Red,Automatic,"148,780",2018,Islamabad,"PKR 5,050,000",httpswww.pakwheels.comused-carstoyota-aqua-2018-for-sale-in-islamabad-9800408
Toyota Harrier 2014 for sale in Islamabad,Red,Automatic,"149,094",2014,Islamabad,"PKR 10,700,000",httpswww.pakwheels.comused-carstoyota-harrier-2014-for-sale-in-islamabad-10196866
Toyota Crown 2013 for sale in Islamabad,Red,Automatic,"146,897",2013,Islamabad,"PKR 13,600,000",httpswww.pakwheels.comused-carstoyota-crown-2013-for-sale-in-islamabad-10175478
Toyota Pixis Epoch 2016 for sale in Islamabad,Red,Automatic,"96,000",2016,Islamabad,"PKR 2,600,000",httpswww.pakwheels.comused-carstoyota-pixis-epoch-2016-for-sale-in-islamabad-10146973
Toyota Prado 2012 for sale in Islamabad,Red,Automatic,"99,800",2012,Islamabad,"PKR 20,000,000",httpswww.pakwheels.comused-carstoyota-prado-2012-for-sale-in-islamabad-10198706
Toyota Corolla 2017 for sale in Islamabad,Red,Manual,"55,000",2017,Islamabad,"PKR 4,000,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10133102
Toyota Prado 2017 for sale in Islamabad,NA,Automatic,"25,000",2017,Islamabad,"PKR 26,000,000",httpswww.pakwheels.comused-carstoyota-prado-2017-for-sale-in-islamabad-10198656
Toyota Corolla 2013 for sale in Islamabad,NA,Manual,"140,000",2013,Islamabad,"PKR 3,800,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10197793
Toyota Corolla Axio 2015 for sale in Islamabad,NA,Automatic,"100,000",2015,Islamabad,"PKR 5,300,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2015-for-sale-in-islamabad-10198511
Toyota Corolla 2005 for sale in Islamabad,NA,Manual,"200,000",2005,Islamabad,"PKR 1,950,000",httpswww.pakwheels.comused-carstoyota-corolla-2005-for-sale-in-islamabad-10198501
Toyota Corolla 2020 for sale in Islamabad,NA,Automatic,"132,000",2020,Islamabad,"PKR 4,900,000",httpswww.pakwheels.comused-carstoyota-corolla-2020-for-sale-in-islamabad-10198488
Toyota Passo 2006 for sale in Islamabad,NA,Automatic,"20,000",2006,Islamabad,"PKR 2,000,000",httpswww.pakwheels.comused-carstoyota-passo-2006-for-sale-in-islamabad-10198369
Toyota Corolla 2018 for sale in Islamabad,NA,Automatic,"138,500",2018,Islamabad,"PKR 3,850,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10198333
Toyota Aqua 2019 for sale in Islamabad,NA,Automatic,"107,000",2019,Islamabad,"PKR 5,500,000",httpswww.pakwheels.comused-carstoyota-aqua-2019-for-sale-in-islamabad-9893054
Toyota Passo 2022 for sale in Islamabad,Red,Automatic,"2,000",2022,Islamabad,"PKR 5,280,000",httpswww.pakwheels.comused-carstoyota-passo-2022-for-sale-in-islamabad-10088568
Toyota Prius 2014 for sale in Islamabad,Red,Automatic,"112,000",2014,Islamabad,"PKR 6,500,000",httpswww.pakwheels.comused-carstoyota-prius-2014-for-sale-in-islamabad-10198175
Toyota Prado 2012 for sale in Islamabad,Red,Automatic,"200,000",2012,Islamabad,"PKR 19,800,000",httpswww.pakwheels.comused-carstoyota-prado-2012-for-sale-in-islamabad-10198002
Toyota Harrier 2014 for sale in Islamabad,Red,Automatic,"123,000",2014,Islamabad,"PKR 11,000,000",httpswww.pakwheels.comused-carstoyota-harrier-2014-for-sale-in-islamabad-10140400
Toyota Aqua 2018 for sale in Islamabad,Red,Automatic,"105,584",2018,Islamabad,"PKR 5,300,000",httpswww.pakwheels.comused-carstoyota-aqua-2018-for-sale-in-islamabad-10198024
Toyota Land Cruiser 2020 for sale in Islamabad,NA,Automatic,"46,000",2020,Islamabad,"PKR 48,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2020-for-sale-in-islamabad-10197476
Toyota Corolla 2009 for sale in Islamabad,NA,Manual,"85,000",2009,Islamabad,"PKR 2,500,000",httpswww.pakwheels.comused-carstoyota-corolla-2009-for-sale-in-islamabad-10197933
Toyota Yaris Hatchback 2021 for sale in Islamabad,Red,Automatic,"26,094",2021,Islamabad,"PKR 4,485,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2021-for-sale-in-islamabad-10158713
Toyota Yaris Hatchback 2021 for sale in Islamabad,Red,Automatic,"55,600",2021,Islamabad,"PKR 4,636,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2021-for-sale-in-islamabad-10123072
Toyota Passo 2021 for sale in Islamabad,Red,Automatic,"46,600",2021,Islamabad,"PKR 4,444,444",httpswww.pakwheels.comused-carstoyota-passo-2021-for-sale-in-islamabad-10123096
Toyota Corolla 2010 for sale in Islamabad,NA,Manual,"200,000",2010,Islamabad,"PKR 2,425,000",httpswww.pakwheels.comused-carstoyota-corolla-2010-for-sale-in-islamabad-10183686
Toyota Vitz 2013 for sale in Islamabad,Red,Automatic,"89,000",2013,Islamabad,"PKR 3,090,000",httpswww.pakwheels.comused-carstoyota-vitz-2013-for-sale-in-islamabad-10195893
Toyota C-HR 2019 for sale in Islamabad,Red,Automatic,"78,000",2019,Islamabad,"PKR 9,180,000",httpswww.pakwheels.comused-carstoyota-c-hr-2019-for-sale-in-islamabad-9447783
Toyota Platz 2006 for sale in Islamabad,NA,Automatic,"23,465",2006,Islamabad,"PKR 1,800,000",httpswww.pakwheels.comused-carstoyota-platz-2006-for-sale-in-islamabad-10197831
Toyota Passo 2006 for sale in Islamabad,Red,Automatic,"170,000",2006,Islamabad,"PKR 1,975,000",httpswww.pakwheels.comused-carstoyota-passo-2006-for-sale-in-islamabad-10196729
Toyota Passo 2021 for sale in Islamabad,Red,Automatic,"26,000",2021,Islamabad,"PKR 3,999,999",httpswww.pakwheels.comused-carstoyota-passo-2021-for-sale-in-islamabad-10196696
Toyota Corolla 2010 for sale in Islamabad,Red,Manual,"177,000",2010,Islamabad,"PKR 2,425,000",httpswww.pakwheels.comused-carstoyota-corolla-2010-for-sale-in-islamabad-10196573
Toyota Corolla 2006 for sale in Islamabad,Red,Manual,"130,000",2006,Islamabad,"PKR 2,700,000",httpswww.pakwheels.comused-carstoyota-corolla-2006-for-sale-in-islamabad-10195412
Toyota Yaris Sedan 2023 for sale in Islamabad,Red,Automatic,"40,000",2023,Islamabad,"PKR 4,590,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2023-for-sale-in-islamabad-10153018
Toyota Prado 2004 for sale in Islamabad,Red,Automatic,"164,000",2004,Islamabad,"PKR 9,000,000",httpswww.pakwheels.comused-carstoyota-prado-2004-for-sale-in-islamabad-10192774
Toyota Land Cruiser 2009 for sale in Islamabad,Red,Automatic,"98,000",2009,Islamabad,"PKR 20,000,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2009-for-sale-in-islamabad-10196421
Toyota Hilux 2010 for sale in Islamabad,Red,Automatic,"203,690",2010,Islamabad,"PKR 6,700,000",httpswww.pakwheels.comused-carstoyota-hilux-2010-for-sale-in-islamabad-10196340
Toyota Prius 2018 for sale in Islamabad,Red,Automatic,"120,000",2018,Islamabad,"PKR 10,200,000",httpswww.pakwheels.comused-carstoyota-prius-2018-for-sale-in-islamabad-9965807
Toyota Vitz 2018 for sale in Islamabad,Red,Automatic,"73,000",2018,Islamabad,"PKR 4,250,000",httpswww.pakwheels.comused-carstoyota-vitz-2018-for-sale-in-islamabad-10195448
Toyota Hilux 2020 for sale in Islamabad,Red,Automatic,"73,000",2020,Islamabad,"PKR 11,050,000",httpswww.pakwheels.comused-carstoyota-hilux-2020-for-sale-in-islamabad-10121672
Toyota Yaris Hatchback 2021 for sale in Islamabad,Red,Automatic,"59,168",2021,Islamabad,"PKR 4,590,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2021-for-sale-in-islamabad-10181963
Toyota Prado 2002 for sale in Islamabad,NA,Automatic,"146,000",2002,Islamabad,"PKR 6,590,000",httpswww.pakwheels.comused-carstoyota-prado-2002-for-sale-in-islamabad-10197821
Toyota Premio 2008 for sale in Islamabad,Red,Automatic,"165,000",2008,Islamabad,"PKR 4,300,000",httpswww.pakwheels.comused-carstoyota-premio-2008-for-sale-in-islamabad-10197721
Toyota Allion 2008 for sale in Islamabad,NA,Automatic,"174,000",2008,Islamabad,"PKR 3,700,000",httpswww.pakwheels.comused-carstoyota-allion-2008-for-sale-in-islamabad-10173357
Toyota Corolla 2018 for sale in Islamabad,NA,Manual,"140,000",2018,Islamabad,"PKR 4,500,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10197780
Toyota Estima 2002 for sale in Islamabad,NA,Automatic,"145,000",2002,Islamabad,"PKR 4,000,000",httpswww.pakwheels.comused-carstoyota-estima-2002-for-sale-in-islamabad-10197757
Toyota Raize 2020 for sale in Islamabad,Red,Automatic,"30,000",2020,Islamabad,"PKR 6,399,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-9834330
Toyota Corolla 2021 for sale in Islamabad,Red,Automatic,"48,000",2021,Islamabad,"PKR 6,350,000",httpswww.pakwheels.comused-carstoyota-corolla-2021-for-sale-in-islamabad-10197718
Toyota Corolla 1997 for sale in Islamabad,NA,Manual,"190,000",1997,Islamabad,"PKR 1,625,000",httpswww.pakwheels.comused-carstoyota-corolla-1997-for-sale-in-islamabad-10197715
Toyota Passo 2011 for sale in Islamabad,NA,Automatic,"130,000",2011,Islamabad,"PKR 2,500,000",httpswww.pakwheels.comused-carstoyota-passo-2011-for-sale-in-islamabad-10197700
Toyota Raize 2021 for sale in Islamabad,NA,Automatic,"72,000",2021,Islamabad,"PKR 6,100,000",httpswww.pakwheels.comused-carstoyota-raize-2021-for-sale-in-islamabad-10156041
Toyota Pixis Joy 2020 for sale in Islamabad,NA,Automatic,"38,000",2020,Islamabad,"PKR 3,490,000",httpswww.pakwheels.comused-carstoyota-pixis-joy-2020-for-sale-in-islamabad-10144760
Toyota Raize 2020 for sale in Islamabad,NA,Automatic,"32,648",2020,Islamabad,"PKR 6,000,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10197580
Toyota Corolla 2017 for sale in Islamabad,NA,Automatic,"62,000",2017,Islamabad,"PKR 4,950,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10197551
